,0
3369,SW Investments Ltd
3370,Accord Synergy Ltd
3371,ARSS Infrastructure Projects Ltd
3372,Jainco Projects (India) Ltd
3373,Saboo Brothers Ltd
3374,Macro International Ltd
3375,Entertainment Network (India) Ltd
3376,Lee & Nee Software (Exports) Ltd
3377,GKW Ltd
3378,Nam Securities Ltd
3379,Bangalore Fort Farms Ltd
3380,Max India Ltd
3381,Shree Krishna Infrastructure Ltd
3382,Ushakiran Finance Ltd
3383,Krishna Ventures Ltd
3384,Aruna Hotels Ltd
3385,Kemp & Co Ltd
3386,Vintage Securities Ltd
3387,Arman Holdings Ltd
3388,Ashtasidhhi Industries Ltd
3389,Woodsvilla Ltd
3390,VBC Ferro Alloys Ltd
3391,Scintilla Commercial & Credit Ltd
3392,Evexia Lifecare Ltd
3393,Chartered Capital & Investment Ltd
3394,Fabino Life Sciences Ltd
3395,ISF Ltd
3396,Lakshmi Finance & Industrial Corporation Ltd
3397,Scooters India Ltd
3398,Wagend Infra Venture Ltd
3399,Newtime Infrastructure Ltd
3400,Setubandhan Infrastructure Ltd
3401,Sarda Proteins Ltd
3402,Yamini Investment Company Ltd
3403,Aashka Hospitals Ltd
3404,Rajkot Investment Trust Ltd
3405,Mega Nirman & Industries Ltd
3406,Premier Synthetics Ltd
3407,Prima Industries Ltd
3408,Umang Dairies Ltd
3409,Julien Agro Infratech Ltd
3410,Nitiraj Engineers Ltd
3411,Tahmar Enterprises Ltd
3412,Devine Impex Ltd
3413,Johnson Pharmacare Ltd
3414,Dhruv Wellness Ltd
3415,NDL Ventures Ltd
3416,VSF Projects Ltd
3417,Jai Mata Glass Ltd
3418,N2N Technologies Ltd
3419,Ramchandra Leasing and Finance Ltd
3420,NBI Industrial Finance Company Ltd
3421,Sungold Media & Entertainment Ltd
3422,M P Agro Industries Ltd
3423,Indian Infotech and Software Ltd
3424,Bright Solar Ltd
3425,Mahan Industries Ltd
3426,Shukra Jewellery Ltd
3427,Vitesse Agro Ltd
3428,Shree Rama Newsprint Ltd
3429,Ishan Dyes & chemicals Ltd
3430,Madhuveer Com 18 Network Ltd
3431,Swojas Energy Foods Ltd
3432,Lakshmi Precision Screws Ltd
3433,Gujarat Cotex Ltd
3434,Ambassador Intra Holdings Ltd
3435,Aviva Industries Ltd
3436,Eco Friendly Food Processing Park Ltd
3437,West Leisure Resorts Ltd
3438,Explicit Finance Ltd
3439,ICL Organic Dairy Products Ltd
3440,Vikalp Securities Ltd
3441,Bombay Oxygen Investments Ltd
3442,Shahi Shipping Ltd
3443,Systematix Securities Ltd
3444,Citizen Infoline Ltd
3445,Senthil Infotek Ltd
3446,SKIL Infrastructure Ltd
3447,Prime Property Development Corporation Ltd
3448,Amit International Ltd
3449,Catvision Ltd
3450,Agni Green Power Ltd.
3451,Real Eco-Energy Ltd
3452,Sumeru Industries Ltd
3453,Emami Realty Ltd
3454,Jay Shree Tea & Industries Ltd
3455,G S Auto International Ltd
3456,Keynote Financial Services Ltd
3457,Quick Heal Technologies Ltd
3458,Bansisons Tea Industries Ltd
3459,V B Industries Ltd
3460,Omnipotent Industries Ltd
3461,Jaihind Synthetics Ltd
3462,Goldline International Finvest Ltd
3463,Precot Ltd
3464,Richfield Financial Services Ltd
3465,Sellwin Traders Ltd
3466,Alphageo (India) Ltd
3467,KJMC Financial Services Ltd
3468,Mask Investments Ltd
3469,Sungold Capital Ltd
3470,Shalimar Productions Ltd
3471,Gujchem Distillers India Ltd
3472,Hit Kit Global Solutions Ltd
3473,Vision Corporation Ltd
3474,Vikas Proppant & Granite Ltd
3475,PVV Infra Ltd
3476,Gujarat Credit Corporation Ltd
3477,Space Incubatrics Technologies Ltd
3478,Prismx Global Ventures Ltd
3479,Empower India Ltd
3480,VKJ Infradevelopers Ltd
3481,Shah Metacorp Ltd
3482,KJMC Corporate Advisors (India) Ltd
3483,Available Finance Ltd
3484,Advance Lifestyles Ltd
3485,Bothra Metals & Alloys Ltd
3486,Siddheswari Garments Ltd
3487,Computer Point Ltd
3488,Lakshmi Mills Company Ltd
3489,Kakatiya Cement Sugar & Industries Ltd
3490,BLS Infotech Ltd
3491,Dhoot Industrial Finance Ltd
3492,Richirich Inventures Ltd
3493,Padmanabh Industries Ltd
3494,MFL India Ltd
3495,Rich Universe Network Ltd
3496,Kashyap Tele-Medicines Ltd
3497,Indo-City Infotech Ltd
3498,Vax Housing Finance Corporation Ltd
3499,Diamant Infrastructure Ltd
3500,Worldwide Aluminium Ltd
3501,KKRRAFTON Developers Ltd
3502,Sharp Investments Ltd
3503,Indo Cotspin Ltd
3504,R G F Capital Markets Ltd
3505,Darjeeling Ropeway Company Ltd
3506,Abhishek Infraventures Ltd
3507,NMDC Steel Ltd
3508,Utique Enterprises Ltd
3509,Madhav Marbles and Granites Ltd
3510,Genus Prime Infra Ltd
3511,Trans Freight Containers Ltd
3512,Tantia Constructions Ltd
3513,Dhanuka Realty Ltd
3514,Capital India Finance Ltd
3515,Pankaj Piyush Trade & Investment Ltd
3516,Svaraj Trading & Agencies Ltd
3517,Konark Synthetic Ltd
3518,Thakkers Group Ltd
3519,Hindustan Appliances Ltd
3520,Gajanan Securities Services Ltd
3521,Patidar Buildcon Ltd
3522,Global Capital Markets Ltd
3523,Alexander Stamps & Coin Ltd
3524,Ishaan Infrastructure & Shelters Ltd
3525,Asit C Mehta Financial Services ltd
3526,Surana Telecom and Power Ltd
3527,Colorchips New Media Ltd
3528,Nectar Lifescience Ltd
3529,Bartronics India Ltd
3530,Jyoti Structures Ltd
3531,Interworld Digital Ltd
3532,TTI Enterprise Ltd
3533,Hexa Tradex Ltd
3534,Strides Pharma Science Ltd
3535,MPDL Ltd
3536,Decillion Finance Ltd
3537,Madhusudan Securities Ltd
3538,Suncare Traders Ltd
3539,Neogem India Ltd
3540,Corporate Merchant Bankers Ltd
3541,Fermenta Biotech Ltd
3542,Hemisphere Properties India Ltd
3543,Paragon Finance Ltd
3544,USG Tech Solutions Ltd
3545,Silver Pearl Hospitality & Luxury Spaces Ltd
3546,Alstone Textiles (India) Ltd
3547,Yogi Infra Projects Ltd
3548,Agri-Tech (India) Ltd
3549,G V Films Ltd
3550,Surana Solar Ltd
3551,Gujarat Metallic Coal & Coke Ltd
3552,Biogen Pharmachem Industries Ltd
3553,Ladam Affordable Housing Ltd
3554,Kuberan Global Edu Solutions Ltd
3555,Square Four Projects India Ltd
3556,Terai Tea Co Ltd
3557,Trio Mercantile & Trading Ltd
3558,Goenka Diamond & Jewels Ltd
3559,Shanti Guru Industries Ltd
3560,Vijay Textiles Ltd
3561,Haria Exports Ltd
3562,Sarup Industries Ltd
3563,Negotium International Trade Ltd
3564,Tapi Fruit Processing Ltd
3565,Pacheli Industrial Finance Ltd
3566,Wockhardt Ltd
3567,Simbhaoli Sugars Ltd
3568,Stephanotis Finance Ltd
3569,Olympic Oil Industries Ltd
3570,Premier Capital Services Ltd
3571,Antarctica Ltd
3572,NIIT Ltd
3573,Fortune International Ltd
3574,Margo Finance Ltd
3575,Sundaram Clayton Ltd
3576,Ginni Filaments Ltd
3577,Kartik Investments Trust Ltd
3578,A F Enterprises Ltd
3579,Ajel Ltd
3580,SVC Industries Ltd
3581,52 Weeks Entertainment Ltd
3582,Sundaram Brake Linings Ltd
3583,Svam Software Ltd
3584,Peria Karamalai Tea & Produce Company Ltd
3585,Raj Packaging Industries Ltd
3586,Tarini International Ltd
3587,Vishvprabha Ventures Ltd
3588,Sibar Auto Parts Ltd
3589,PBM Polytex Ltd
3590,PFL Infotech Ltd
3591,Aimco Pesticides Ltd
3592,Starlog Enterprises Ltd
3593,Manraj Housing Finance Ltd
3594,Cistro Telelink Ltd
3595,Looks Health Services Ltd
3596,Atlantaa Ltd
3597,Prime Urban Development India Ltd
3598,Simplex Infrastructures Ltd
3599,RLF Ltd
3600,Prajay Engineers Syndicate Ltd
3601,Kotia Enterprises Ltd
3602,Padmalaya Telefilms Ltd
3603,Oswal Leasing Ltd
3604,India Lease Development Ltd
3605,Stanrose Mafatlal Investment & Finance Ltd
3606,Gujarat Natural Resources Ltd
3607,Diggi Multitrade Ltd
3608,Elegant Floriculture & Agrotech (India) Ltd
3609,Fortis Malar Hospitals Ltd
3610,Prism Medico & Pharmacy Ltd
3611,Ekam Leasing And Finance Co Ltd
3612,Trimurthi Ltd
3613,Kapil Cotex Ltd
3614,Tirth Plastic Ltd
3615,KLG Capital Services Ltd
3616,Naturite Agro Products Ltd
3617,Siel Financial Services Ltd
3618,Vaarad Ventures Ltd
3619,MIRC Electronics Ltd
3620,Sambandam Spinning Mills Ltd
3621,Shree Securities Ltd
3622,Naksh Precious Metals Ltd
3623,KSE Ltd
3624,Dolphin Medical Services Ltd
3625,Asahi Songwon Colors Ltd
3626,Vasudhagama Enterprises Ltd
3627,GACM Technologies Ltd
3628,Olympic Cards Ltd
3629,GFL Ltd
3630,UFO Moviez India Ltd
3631,Rollatainers Ltd
3632,Saumya Consultants Ltd
3633,Onelife Capital Advisors Ltd
3634,Winpro Industries Ltd
3635,Ladderup Finance Ltd
3636,Sword-Edge Commercials Ltd
3637,G G Dandekar Machine Works Ltd
3638,LCC Infotech Ltd
3639,Shantai Industries Ltd
3640,JHS Svendgaard Laboratories Ltd
3641,Tulsyan NEC Ltd
3642,Visesh Infotecnics Ltd
3643,Amraworld Agrico Ltd
3644,Net Pix Shorts Digital Media Ltd
3645,United Interactive Ltd
3646,Raghunath International Ltd
3647,Satra Properties (India) Ltd
3648,Alchemist Corporation Ltd
3649,Sri Nachammai Cotton Mills Ltd
3650,BITS Ltd
3651,Tejas Networks Ltd
3652,Bazel International Ltd
3653,Tulive Developers Ltd
3654,Sampann Utpadan India Ltd
3655,Angel Fibers Ltd
3656,Ashiana Agro Industries Ltd
3657,Swadeshi Industries & Leasing Ltd
3658,Omni Ax's Software Ltd
3659,Zinema Media & Entertainment Ltd
3660,Hindustan Bio Sciences Ltd
3661,ABC Gas (International) Ltd
3662,Natura Hue Chem Ltd
3663,Dharani Finance Ltd
3664,Diana Tea Company Ltd
3665,Popular Estate Management Ltd
3666,Surani Steel Tubes Ltd
3667,Universal Office Automation Ltd
3668,CIL Nova Petrochemicals Ltd
3669,GACM Technologies Ltd-DVR
3670,Fundviser Capital (India) Ltd
3671,ACE EduTrend Ltd
3672,Global Vectra Helicorp Ltd
3673,Progrex Ventures Ltd
3674,Cubical Financial Services Ltd
3675,Pradhin Ltd
3676,Manjeera Constructions Ltd
3677,Ravikumar Distilleries Ltd
3678,Waterbase Ltd
3679,Ushanti Colour Chem Ltd
3680,Orissa Minerals Development Company Ltd
3681,Dhanvantri Jeevan Rekha Ltd
3682,Risa International Ltd
3683,Jindal Leasefin Ltd
3684,Shah Alloys Ltd
3685,Excel Realty N Infra Ltd
3686,Genesis IBRC India Ltd
3687,Unishire Urban Infra Ltd
3688,SVP Global Textiles Ltd
3689,Lovable Lingerie Ltd
3690,Tulasee Bio-Ethanol Ltd
3691,Seya Industries Ltd
3692,Gangotri Textiles Ltd
3693,Stellar Capital Services Ltd
3694,Classic Filaments Ltd
3695,Vivid Mercantile Ltd
3696,Jamshri Realty Ltd
3697,Samtex Fashions Ltd
3698,Source Industries (India) Ltd
3699,Bombay Talkies Ltd
3700,Hindustan Agrigenetics Ltd
3701,Shelter Infra Projects Ltd
3702,Integrated Hitech Ltd
3703,IND Renewable Energy Ltd
3704,Acrow India Ltd
3705,Encode Packaging India Ltd
3706,Regis Industries Ltd
3707,JPT Securities Ltd
3708,GTN Textiles Ltd
3709,Bharatiya Global Infomedia Ltd
3710,Shristi Infrastructure Development Corporation Ltd
3711,Mishka Exim Ltd
3712,Suvidhaa Infoserve Ltd
3713,Katare Spinning Mills Ltd
3714,Zee Media Corporation Ltd
3715,Munoth Financial Services Ltd
3716,Ashram Online.com Ltd
3717,Saurashtra Cement Ltd
3718,La Tim Metal & Industries Ltd
3719,GSL Securities Ltd
3720,UTL Industries Ltd
3721,Sanwaria Consumer Ltd
3722,Thambbi Modern Spinning Mills Ltd
3723,Futuristic Securities Ltd
3724,Kachchh Minerals Ltd
3725,Raconteur Global Resources Ltd
3726,Dhunseri Tea & Industries Ltd
3727,Prabhat Technologies (India) Ltd
3728,Amerise Biosciences Ltd
3729,Hasti Finance Ltd
3730,Taaza International Ltd
3731,Jauss Polymers Ltd
3732,Jetking Infotrain Ltd
3733,Ahmedabad Steelcraft Ltd
3734,Accedere Ltd
3735,Dhyaani Tile & Marblez Ltd
3736,Ceeta Industries Ltd
3737,Zota Health Care Ltd
3738,Palash Securities Ltd
3739,IGC Industries Ltd
3740,Bharat Road Network Ltd
3741,Winsome Breweries Ltd
3742,Deccan Gold Mines Ltd
3743,R R Securities Ltd
3744,Yogi Ltd
3745,Saianand Commercial Ltd
3746,Elixir Capital Ltd
3747,Inani Securities Ltd
3748,Modulex Construction Technologies Ltd
3749,Arshiya Ltd
3750,Milestone Furniture Ltd
3751,Powergrid Infrastructure Investment Trust
3752,Chambal Breweries & Distilleries Ltd
3753,Hindustan Media Ventures Ltd
3754,SEPC Ltd
3755,Silver Oak (India) Ltd
3756,Sterling Green Woods Ltd
3757,Gallops Enterprise Ltd
3758,Reliable Ventures India Ltd
3759,Burnpur Cement Ltd
3760,Stanpacks (India) Ltd
3761,G K Consultants Ltd
3762,Visagar Polytex Ltd
3763,Hypersoft Technologies Ltd
3764,Yash Management & Satelite Ltd
3765,Ashima Ltd
3766,Fruition Venture Ltd
3767,Bhilwara Technical Textiles Ltd
3768,Sanghi Industries Ltd
3769,Shalimar Agencies Ltd
3770,Choksi Imaging Ltd
3771,Nagpur Power & Industries Ltd
3772,SPS International Ltd
3773,Universal Arts Ltd
3774,Indo Credit Capital Ltd
3775,Jakharia Fabric Ltd
3776,B P Capital Ltd
3777,CCL International Ltd
3778,BGIL Films & Technologies Ltd
3779,Kamanwala Housing Construction Ltd
3780,DCM Financial Services Ltd
3781,Photon Capital Advisors Ltd
3782,Vardhman Concrete Ltd
3783,JMG Corporation Ltd
3784,Chowgule Steamships Ltd
3785,HB Stockholdings Ltd
3786,Motor & General Finance Ltd
3787,Prakash Woollen & Synthetic Mills Ltd
3788,RCC Cements Ltd
3789,Innovassynth Investments Ltd
3790,Prag Bosimi Synthetics Ltd
3791,Savani Financials Ltd
3792,Kush Industries Ltd
3793,Elango Industries Ltd
3794,Epuja Spiritech Ltd
3795,Agio Paper & Industries Ltd
3796,Rapicut Carbides Ltd
3797,Tasty Dairy Specialities Ltd
3798,Kiran Syntex Ltd
3799,Shree Hanuman Sugar & Industries Ltd
3800,NRB Industrial Bearings Ltd
3801,Bright Brothers Ltd
3802,Kinetic Trust Ltd
3803,Mukta Arts Ltd
3804,Sequent Scientific Ltd
3805,Laxmipati Engineering Works Ltd
3806,Sharika Enterprises Ltd
3807,Thirani Projects Ltd
3808,Oriental Trimex Ltd
3809,ITI Ltd
3810,Shricon Industries Ltd
3811,Eros International Media Ltd
3812,Mehta Housing Finance Ltd
3813,Akshar Spintex Ltd
3814,Velan Hotels Ltd
3815,Dr Lalchandani Labs Ltd
3816,India Cements Ltd
3817,Wherrelz IT Solutions Ltd
3818,Anjani Portland Cement Ltd
3819,Gyan Developers & Builders Ltd
3820,Omnitex Industries (India) Ltd
3821,IndiaNivesh Ltd
3822,Salora International Ltd
3823,Containerway International Ltd
3824,Adcon Capital Services Ltd
3825,Poddar Housing & Development Ltd
3826,Yash Innoventures Ltd
3827,Shalimar Paints Ltd
3828,H T Media Ltd
3829,Adjia Technologies Ltd
3830,Aravali Securities & Finance Ltd
3831,Sical Logistics Ltd
3832,Mangalam Organics Ltd
3833,Vikas Wsp Ltd
3834,DigiSpice Technologies Ltd
3835,Golden Carpets Ltd
3836,Regent Enterprises Ltd
3837,Malu Paper Mills Ltd
3838,Rose Merc. Ltd
3839,Zodiac Clothing Company Ltd
3840,Digjam Ltd
3841,Sabrimala Industries India Ltd
3842,Nouveau Global Ventures Ltd
3843,Dhanada Corporation Ltd
3844,Nilachal Refractories Ltd
3845,BCL Enterprises Ltd
3846,Meera Industries Ltd
3847,PMC Fincorp Ltd
3848,Oswal Yarns Ltd
3849,Dolphin Offshore Enterprises (India) Ltd
3850,Radhagobind Commercial Ltd
3851,Jeevan Scientific Technology Ltd
3852,Shriram Asset Management Co Ltd
3853,Sharanam Infraproject & Trading Ltd
3854,KIOCL Ltd
3855,Bombay Wire Ropes Ltd
3856,Advance Metering Technology Ltd
3857,Unichem Laboratories Ltd
3858,Samsrita Labs Ltd
3859,Golkonda Aluminium Extrusions Ltd
3860,Blue Chip India Ltd
3861,Mayur Leather Products Ltd
3862,Hanman Fit Ltd
3863,Octal Credit Capital Ltd
3864,Kanel Industries Ltd
3865,JK Agri Genetics Ltd
3866,Parsvnath Developers Ltd
3867,Hindustan Fluoro Carbons Ltd
3868,Lloyds Luxuries Ltd
3869,Sarvottam Finvest Ltd
3870,Laxmi Cotspin Ltd
3871,Sir Shadi Lal Enterprises Ltd
3872,Nila Spaces Ltd
3873,Pritish Nandy Communications Ltd
3874,South India Paper Mills Ltd
3875,Godha Cabcon and Insulation Ltd
3876,Dhani Services Ltd
3877,Balaji Telefilms Ltd
3878,Aayush Food And Herbs Ltd
3879,Muzali Arts Ltd
3880,NPR Finance Ltd
3881,Rishabh Digha Steel & Allied Products Ltd
3882,Polytex India Ltd
3883,Bohra Industries Ltd
3884,Archana Software Ltd
3885,Munoth Capital Markets Ltd
3886,K G Denim Ltd
3887,Sinnar Bidi Udyog Ltd
3888,Shreyas Intermediates Ltd
3889,I Power Solutions India Ltd
3890,Coromandel Engineering Company Ltd
3891,Transwarranty Finance Ltd
3892,TCI Industries Ltd
3893,Marshall Machines Ltd
3894,Visco Trade Associates Ltd
3895,Aroma Enterprises (India) Ltd
3896,Blue Pearl Texspin Ltd
3897,Quest Softech India Ltd
3898,Nagarjuna Agri Tech Ltd
3899,Hindusthan Urban Infrastructure Ltd
3900,Zomato Ltd
3901,Vanta Bioscience Ltd
3902,Narendra Properties Ltd
3903,K-Lifestyle & Industries Ltd
3904,Keerthi Industries Ltd
3905,New Light Apparels Ltd
3906,Eureka Industries Ltd
3907,Ind Bank Housing Ltd
3908,Shiva Mills Ltd
3909,Skyline Millars Ltd
3910,Kriti Industries (India) Ltd
3911,Ironwood Education Ltd
3912,Bharat Agri Fert & Realty Ltd
3913,Compuage Infocom Ltd
3914,Nureca Ltd
3915,Eurotex Industries and Exports Ltd
3916,Corporate Courier & Cargo Ltd
3917,Coffee Day Enterprises Ltd
3918,Flora Textiles Ltd
3919,Sun Retail Ltd
3920,Williamson Magor & Company Ltd
3921,Asian Granito India Ltd
3922,Thirdwave Financial Intermediaries Ltd
3923,Sturdy Industries Ltd
3924,Rolta India Ltd
3925,Restile Ceramics Ltd
3926,Ecoboard Industries Ltd
3927,Shyama Infosys Ltd
3928,Monotype India Ltd
3929,Sanathnagar Enterprises Ltd
3930,Vikas Lifecare Ltd
3931,Rap Media Ltd
3932,Universus Photo Imagings Ltd
3933,Panasonic Energy India Company Ltd
3934,Alok Industries Ltd
3935,Restaurant Brands Asia Ltd
3936,Shree Ganesh Elastoplast Ltd
3937,Walchandnagar Industries Ltd
3938,Kamdhenu Ventures Ltd
3939,Shiva Cement Ltd
3940,Inland Printers Ltd
3941,Raj Rayon Industries Ltd
3942,Kiran Print Pack Ltd
3943,Mahanagar Telephone Nigam Ltd
3944,Pan India Corporation Ltd
3945,Super Spinning Mills Ltd
3946,Shamrock Industrial Co Ltd
3947,Gravity (India) Ltd
3948,Envair Electrodyne Ltd
3949,Mahindra EPC Irrigation Ltd
3950,Indiabulls Real Estate Ltd
3951,Advance Syntex Ltd
3952,Epic Energy Ltd
3953,Shri Vasuprada Plantations Ltd
3954,Oscar Global Ltd
3955,Khyati Multimedia Entertainment Ltd
3956,Kkalpana Plastick Ltd
3957,Srestha Finvest Ltd
3958,Visa Steel Ltd
3959,Sancode Technologies Ltd
3960,Kiduja India Ltd
3961,Prashant India Ltd
3962,Ecofinity Atomix Ltd
3963,Pro CLB Global Ltd
3964,Integra Capital Ltd
3965,CNI Research Ltd
3966,Milgrey Finance & Investments Ltd
3967,Ramgopal Polytex Ltd
3968,Wardwizard Foods & Beverages Ltd
3969,Quantum Build-Tech Ltd
3970,Munoth Communication Ltd
3971,White Organic Retail Ltd
3972,Lexus Granito (India) Ltd
3973,Hindustan Petroleum Corporation Ltd
3974,Informed Technologies India Ltd
3975,ISL Consulting Ltd
3976,Sheetal Diamonds Ltd
3977,Rajasthan Gases Ltd
3978,CMI Ltd
3979,Transpact Enterprises Ltd
3980,Lakhotia Polyesters (India) Ltd
3981,Octaware Technologies Ltd
3982,Spencer's Retail Ltd
3983,Triton Corp. Ltd
3984,Millennium Online Solutions (India) Ltd
3985,PB Fintech Ltd
3986,Madhucon Projects Ltd
3987,Mukand Ltd
3988,Fone4 Communications (India) Ltd
3989,Inox Wind Ltd
3990,MKP Mobility Ltd
3991,Cinerad Communications Ltd
3992,Madhur Industries Ltd
3993,Sree Jayalakshmi Autospin Ltd
3994,Sybly Industries Ltd
3995,Niyogin Fintech Ltd
3996,Globus Power Generation Ltd
3997,Next Mediaworks Ltd
3998,Twinstar Industries Ltd
3999,BKM Industries Ltd
4000,Inox Wind Energy Ltd
4001,Landmarc Leisure Corporation Ltd
4002,GCM Securities Ltd
4003,Lippi Systems Ltd
4004,Kesar Enterprises Ltd
4005,Bharat Immunological & Biological Corporation Ltd
4006,Subex Ltd
4007,Texel Industries Ltd
4008,Astron Paper & Board Mill Ltd
4009,Jagsonpal Finance & Leasing Ltd
4010,Kome-on Communication Ltd
4011,Hipolin Ltd
4012,Span Divergent Ltd
4013,Johnson Controls-Hitachi Air Condition. India Ltd
4014,Shashank Traders Ltd
4015,Housing Development & Infrastructure Ltd
4016,Madhav Copper Ltd
4017,Omkar Overseas Ltd
4018,JCT Ltd
4019,T. Spiritual World Ltd
4020,Algoquant Fintech Ltd
4021,Delta Manufacturing Ltd
4022,Ganesha Ecoverse Ltd
4023,Jointeca Education Solutions Ltd
4024,Vista Pharmaceuticals Ltd
4025,Panacea Biotec Ltd
4026,Omkar Speciality Chemicals Ltd
4027,Aarvee Denims & Exports Ltd
4028,Waaree Technologies Ltd
4029,City Pulse Multiplex Ltd
4030,Photoquip India Ltd
4031,Sastasundar Ventures Ltd
4032,Noida Toll Bridge Company Ltd
4033,GTL Infrastructure Ltd
4034,Nitco Ltd
4035,Pasari Spinning Mills Ltd
4036,Websol Energy System Ltd
4037,MPS Pharmaa Ltd
4038,Daikaffil Chemicals India Ltd
4039,Benara Bearings & Pistons Ltd
4040,Diamond Power Infrastructure Ltd
4041,BGR Energy Systems Ltd
4042,Delhivery Ltd
4043,D B Realty Ltd
4044,Bijoy Hans Ltd
4045,Maris Spinners Ltd
4046,Future Enterprises Ltd
4047,Ind-Agiv Commerce Ltd
4048,Gem Spinners India Ltd
4049,Lasa Supergenerics Ltd
4050,Eastern Silk Industries Ltd
4051,S R Industries Ltd
4052,Phaarmasia Ltd
4053,LGB Forge Ltd
4054,Amal Ltd
4055,SSPDL Ltd
4056,SGN Telecoms Ltd
4057,Kimia Biosciences Ltd
4058,Manugraph India Ltd
4059,Williamson Financial Services Ltd
4060,Joy Realty Ltd
4061,Landmark Property Development Company Ltd
4062,Bacil Pharma Ltd
4063,Shyamkamal Investments Ltd
4064,Yuvraaj Hygiene Products Ltd
4065,Checkpoint Trends Ltd
4066,TCM Ltd
4067,SAB Events & Governance Now Media Ltd
4068,Ace Engitech Ltd
4069,Naysaa Securities Ltd
4070,Sumeet Industries Ltd
4071,Galaxy Agrico Exports Ltd
4072,Rajeswari Infrastructure Ltd
4073,Indo Thai Securities Ltd
4074,Venlon Enterprises Ltd
4075,Indian Link Chain Manufacturers Ltd
4076,Ortel Communications Ltd
4077,Innovative Ideals and Services India Ltd
4078,Kisan Mouldings Ltd
4079,One 97 Communications Ltd
4080,Future Retail Ltd
4081,BEML Land Assets Ltd
4082,Rama Paper Mills Ltd
4083,Tijaria Polypipes Ltd
4084,Mihika Industries Ltd
4085,Take Solutions Ltd
4086,Ravalgaon Sugar Farm Ltd
4087,ANS Industries Ltd
4088,SEL Manufacturing Company Ltd
4089,Dhenu Buildcon Infra Ltd
4090,Quint Digital Ltd
4091,Yunik Managing Advisors Ltd
4092,Blue Coast Hotels Ltd
4093,Patspin India Ltd
4094,Cochin Malabar Estates & Industries Ltd
4095,Rishabh Special Yarns Ltd
4096,Gujarat Terce Laboratories Ltd
4097,Eastern Treads Ltd
4098,P. H. Capital Ltd
4099,Orosil Smiths India Ltd
4100,Suvidha Infraestate Corporation Ltd
4101,Hindusthan National Glass & Industries Ltd
4102,Flexituff Ventures International Ltd
4103,First Fintec Ltd
4104,Bheema Cements Ltd
4105,Asian Energy Services Ltd
4106,Andhra Cements Ltd
4107,Tree House Education & Accessories Ltd
4108,Hindoostan Mills Ltd
4109,Raghuvir Synthetics Ltd
4110,Mangalam Industrial Finance Ltd
4111,SBL Infratech Ltd
4112,Saffron Industries Ltd
4113,Omaxe Ltd
4114,Capital Trust Ltd
4115,Rajvir Industries Ltd
4116,Aurum Proptech Ltd
4117,Winsome Yarns Ltd
4118,MT Educare Ltd
4119,Gayatri Projects Ltd
4120,Balgopal Commercial Ltd
4121,Jagjanani Textiles Ltd
4122,Hind Aluminium Industries Ltd
4123,Global Offshore Services Ltd
4124,Richa Industries Ltd
4125,Texmo Pipes & Products Ltd
4126,Sterling Powergensys Ltd
4127,Pearl Polymers Ltd
4128,Praxis Home Retail Ltd
4129,Intec Capital Ltd
4130,FGP Ltd
4131,Future Consumer Ltd
4132,Kaarya Facilities & Services Ltd
4133,Rajasthan Cylinders & Containers Ltd
4134,IL&FS Transportation Networks Ltd
4135,Umiya Tubes Ltd
4136,Viaan Industries Ltd
4137,Reliance Capital Ltd
4138,India Steel Works Ltd
4139,Prism Finance Ltd
4140,Continental Controls Ltd
4141,Duke Offshore Ltd
4142,Sikozy Realtors Ltd
4143,Bervin Investments & Leasing Ltd
4144,Transgene Biotek Ltd
4145,Aanchal Ispat Ltd
4146,Trejhara Solutions Ltd
4147,Mefcom Capital Markets Ltd
4148,Minaxi Textiles Ltd
4149,MSR India Ltd
4150,Veejay Lakshmi Engineering Works Ltd
4151,Xelpmoc Design and Tech Ltd
4152,Tierra Agrotech Ltd
4153,MEP Infrastructure Developers Ltd
4154,Piccadily Sugar & Allied Inds Ltd
4155,Warren Tea Ltd
4156,Bhagawati Oxygen Ltd
4157,Hindustan Motors Ltd
4158,Sera Investments & Finance India Ltd
4159,South Asian Enterprises Ltd
4160,Morarjee Textiles Ltd
4161,Cinevista Ltd
4162,Virtualsoft Systems Ltd
4163,H P Cotton Textile Mills Ltd
4164,GCM Capital Advisors Ltd
4165,Artson Engineering Ltd
4166,Baroda Extrusion Ltd
4167,Kernex Microsystems (India) Ltd
4168,Tiaan Consumer Ltd
4169,Cravatex Ltd
4170,R S Software (India) Ltd
4171,IDFC Ltd
4172,Unitech International Ltd
4173,CMM Infraprojects Ltd
4174,Secmark Consultancy Ltd
4175,Regency Ceramics Ltd
4176,Mitshi India Ltd
4177,Veranda Learning Solutions Ltd
4178,Gokak Textiles Ltd
4179,Suumaya Corporation Ltd
4180,P B A Infrastructure Ltd
4181,Athena Global Technologies Ltd
4182,Simplex Papers Ltd
4183,Esha Media Research Ltd
4184,Brooks Laboratories Ltd
4185,Golechha Global Finance Ltd
4186,McNally Bharat Engineering Company Ltd
4187,Charms Industries Ltd
4188,VXL Instruments Ltd
4189,Krebs Biochemicals & Industries Ltd
4190,Bloom Dekor Ltd
4191,Arcee Industries Ltd
4192,Suryavanshi Spinning Mills Ltd
4193,GE Power India Ltd
4194,AI Champdany Industries Ltd
